,size,map50,lat_infer
0,38.748046875,0.9090909090909091,36.180734634399414
1,38.74609375,0.8181818181818182,13.586997985839844
2,38.6318359375,0.4090909090909091,15.405416488647461
3,38.7548828125,0.8181818181818182,16.881465911865234
4,38.8037109375,0.9090909090909091,15.177011489868164
5,38.83984375,0.8181818181818182,14.8468017578125
6,38.890625,1.0,24.782419204711914
7,38.8681640625,0.8181818181818182,22.49431610107422
8,38.7421875,1.0,13.216733932495117
9,38.7451171875,0.9045454545454544,16.470909118652344
10,38.7158203125,0.8181818181818182,15.980958938598633
11,38.669921875,0.8181818181818182,15.520095825195312
12,38.4453125,0.7983957219251338,15.357255935668945
13,38.4306640625,0.9004329004329005,16.965389251708984
14,38.3671875,0.8921826965305226,14.353513717651367
15,38.5693359375,0.9011857707509883,24.399995803833008
16,38.62109375,0.7074866310160428,15.755176544189453
17,38.6962890625,0.8962809917355371,22.0947265625
18,38.634765625,0.7177033492822966,14.547348022460938
19,38.6474609375,0.8037433155080215,18.040895462036133
20,38.5146484375,0.7272727272727273,15.142202377319336
21,38.4384765625,0.8999999999999999,15.372514724731445
22,38.3359375,0.8181818181818182,17.720699310302734
23,38.3212890625,0.988095238095238,14.254093170166016
24,38.3466796875,0.8181818181818182,15.182733535766602
25,38.4931640625,1.0,17.369747161865234
26,38.603515625,0.8885751929230191,13.898611068725586
27,38.447265625,0.8128342245989305,15.676498413085938
28,38.4111328125,0.9043062200956938,17.902851104736328
29,38.3125,0.8995215311004785,14.596223831176758
30,38.4072265625,0.8899521531100478,16.30878448486328
31,38.484375,0.7181818181818183,17.7004337310791
32,38.4580078125,0.8181818181818182,13.914823532104492
33,38.373046875,0.9090909090909091,15.256404876708984
34,38.40625,0.9090909090909091,15.948772430419922
35,38.3876953125,0.8181818181818182,16.895294189453125
36,38.2548828125,0.9090909090909091,14.186859130859375
37,38.50390625,0.8181818181818182,16.79229736328125
38,38.3837890625,0.9090909090909091,16.2813663482666
39,38.4052734375,0.9090909090909091,15.155792236328125
40,38.3876953125,0.9913419913419914,15.765666961669922
41,38.3125,0.7894736842105263,18.113136291503906
42,38.1787109375,0.9004329004329005,15.107154846191406
43,38.3125,0.9004329004329005,15.073776245117188
44,38.2548828125,0.45247933884297525,17.487764358520508
45,38.3232421875,0.722488038277512,15.246391296386719
46,38.29296875,0.36363636363636365,14.830827713012695
47,38.2529296875,0.4065656565656566,17.404556274414062
48,38.154296875,0.4521531100478469,14.630556106567383
49,38.376953125,0.4014653110047847,14.733076095581055
50,38.302734375,0.4004329004329005,16.97254180908203
51,38.2880859375,0.6363636363636364,14.437437057495117
52,38.275390625,0.6310160427807486,14.35708999633789
53,38.2880859375,0.8133971291866029,17.881393432617188
54,38.181640625,0.722488038277512,14.750003814697266
55,38.220703125,0.9049586776859505,17.072439193725586
56,38.1435546875,0.8030303030303031,16.03984832763672
57,38.3134765625,0.9090909090909091,16.432523727416992
58,38.216796875,0.9043062200956938,14.904499053955078
59,38.158203125,0.7272727272727273,15.278816223144531
