,size,map50,lat_infer
0,20.4921875,1.0,37.6889705657959
1,20.4921875,1.0,14.027595520019531
2,20.4384765625,1.0,17.175912857055664
3,20.419921875,1.0,27.507781982421875
4,20.3935546875,1.0,33.13636779785156
5,20.3876953125,1.0,17.862319946289062
6,20.33984375,0.6363636363636364,25.563716888427734
7,20.3193359375,0.6363636363636364,19.555330276489258
8,20.31640625,0.6363636363636364,19.082307815551758
9,20.248046875,0.6363636363636364,19.489049911499023
10,20.2177734375,1.0,20.624160766601562
11,20.205078125,1.0,19.941329956054688
12,20.216796875,1.0,19.2415714263916
13,20.1796875,1.0,20.41172981262207
14,20.150390625,1.0,18.0051326751709
15,20.1298828125,1.0,28.321266174316406
16,20.142578125,0.6363636363636364,17.08984375
17,20.1328125,1.0,22.52936363220215
18,20.123046875,0.6363636363636364,28.67722511291504
19,20.1123046875,1.0,18.752336502075195
20,20.1142578125,0.6363636363636364,17.310142517089844
21,20.0859375,0.6363636363636364,18.377065658569336
22,20.07421875,1.0,20.219087600708008
23,20.2431640625,1.0,19.2563533782959
24,20.19140625,1.0,27.16970443725586
25,20.19140625,0.6363636363636364,17.52495765686035
26,20.212890625,1.0,25.63619613647461
27,20.185546875,1.0,27.563095092773438
28,20.1708984375,1.0,18.57137680053711
29,20.1748046875,1.0,15.297651290893555
30,20.1640625,0.6363636363636364,19.17266845703125
31,20.16015625,1.0,19.553184509277344
32,20.158203125,0.6363636363636364,20.006418228149414
33,20.18359375,0.6363636363636364,17.027854919433594
34,20.1591796875,0.6363636363636364,18.492698669433594
35,20.138671875,0.5454545454545454,20.620346069335938
36,20.1748046875,0.0,16.71600341796875
37,20.4443359375,0.36363636363636365,18.89204978942871
38,20.4384765625,0.5454545454545454,27.80318260192871
39,20.4208984375,1.0,17.152070999145508
40,20.4169921875,0.8484848484848484,23.257732391357422
41,20.427734375,1.0,15.864133834838867
42,20.4140625,1.0,27.740001678466797
43,20.421875,1.0,16.669034957885742
44,20.423828125,0.9090909090909091,28.936147689819336
45,20.4013671875,1.0,16.422748565673828
46,20.3798828125,0.9090909090909091,28.01990509033203
47,20.3984375,0.6363636363636364,15.935420989990234
48,20.3818359375,0.8484848484848484,27.757644653320312
49,20.3740234375,0.6363636363636364,18.555402755737305
50,20.38671875,0.5454545454545454,29.551029205322266
51,20.57421875,0.5454545454545454,18.339872360229492
52,20.5791015625,0.5454545454545454,27.130842208862305
53,20.546875,0.5454545454545454,25.96449851989746
54,20.5615234375,0.5454545454545454,16.273975372314453
55,20.5732421875,1.0,14.086246490478516
56,20.6220703125,0.8484848484848484,20.854711532592773
57,20.6689453125,0.5454545454545454,27.48584747314453
58,20.72265625,1.0,30.354976654052734
59,20.7724609375,1.0,26.844501495361328
60,20.8388671875,1.0,16.876697540283203
61,20.8896484375,0.9090909090909091,16.39556884765625
62,20.92578125,0.6363636363636364,18.213987350463867
63,20.8984375,1.0,22.817611694335938
64,20.880859375,1.0,17.9750919342041
65,20.9638671875,0.7272727272727273,20.37358283996582
66,21.0048828125,0.8181818181818182,17.909765243530273
67,21.1083984375,1.0,33.782243728637695
68,21.1796875,0.7272727272727273,16.97397232055664
69,21.24609375,0.7272727272727273,26.010990142822266
70,21.3427734375,0.7272727272727273,24.946928024291992
71,21.3291015625,1.0,18.836021423339844
72,21.2724609375,1.0,22.025108337402344
73,21.25,1.0,19.051790237426758
74,21.1650390625,0.7272727272727273,18.61405372619629
75,21.119140625,0.7272727272727273,23.398637771606445
76,21.0537109375,0.5454545454545454,29.098987579345703
77,21.0078125,0.9090909090909091,17.061233520507812
78,20.9853515625,0.9090909090909091,26.44181251525879
79,19.29296875,0.6363636363636364,23.656606674194336
80,19.28515625,0.6363636363636364,20.978212356567383
81,19.2822265625,0.6363636363636364,18.949031829833984
82,19.2685546875,0.6363636363636364,29.485702514648438
83,19.2578125,0.6363636363636364,18.381595611572266
84,19.248046875,1.0,19.02318000793457
85,19.240234375,0.45454545454545453,26.453018188476562
86,19.2041015625,0.7272727272727273,24.669647216796875
87,19.201171875,0.45454545454545453,19.728660583496094
88,19.1787109375,0.36363636363636365,18.462419509887695
89,19.1552734375,1.0,22.10688591003418
90,19.1142578125,0.5454545454545454,24.977445602416992
91,19.115234375,0.4772727272727273,18.6002254486084
92,19.1044921875,0.7272727272727273,16.019344329833984
93,19.1376953125,0.6363636363636364,21.146774291992188
94,19.095703125,0.5454545454545454,15.93327522277832
95,19.1064453125,0.5454545454545454,23.846864700317383
96,19.0947265625,0.6363636363636364,15.55013656616211
97,19.06640625,0.5454545454545454,27.31919288635254
98,19.0615234375,1.0,16.771316528320312
99,19.0419921875,1.0,17.98534393310547
