,size,map50,lat_infer
0,55.4970703125,1.0,43.27058792114258
1,55.482421875,1.0,16.576766967773438
2,55.373046875,1.0,14.734745025634766
3,55.2802734375,1.0,21.83055877685547
4,55.24609375,1.0,28.719425201416016
5,55.2177734375,1.0,17.502546310424805
6,55.1171875,0.6363636363636364,28.61762046813965
7,55.123046875,1.0,20.184755325317383
8,55.037109375,1.0,16.90840721130371
9,54.6318359375,1.0,28.136730194091797
10,54.560546875,1.0,15.829086303710938
11,54.5078125,1.0,28.087854385375977
12,54.48828125,1.0,15.376806259155273
13,54.4208984375,1.0,29.005050659179688
14,54.4169921875,0.6363636363636364,16.564607620239258
15,54.3994140625,1.0,27.340173721313477
16,54.37890625,1.0,16.22748374938965
17,54.3193359375,0.6363636363636364,21.165132522583008
18,54.328125,0.6363636363636364,24.75762367248535
19,54.33203125,1.0,16.890525817871094
20,54.3310546875,0.6363636363636364,22.119998931884766
21,54.3037109375,0.6363636363636364,23.82826805114746
22,54.2841796875,1.0,16.359806060791016
23,54.451171875,1.0,16.1135196685791
24,54.4033203125,1.0,20.664215087890625
25,54.4033203125,1.0,23.50139617919922
26,54.4072265625,1.0,17.765522003173828
27,54.37109375,1.0,23.838520050048828
28,54.359375,1.0,16.956329345703125
29,54.3642578125,1.0,18.72539520263672
30,54.3662109375,1.0,19.55127716064453
31,54.318359375,1.0,25.095701217651367
32,54.3232421875,1.0,16.724586486816406
33,54.328125,1.0,23.753881454467773
34,54.3076171875,1.0,17.505407333374023
35,54.3125,1.0,18.245458602905273
36,54.3134765625,1.0,23.064613342285156
37,54.775390625,1.0,16.512632369995117
38,54.75390625,0.7272727272727273,26.875972747802734
39,54.732421875,1.0,16.3118839263916
40,54.7421875,1.0,16.459226608276367
41,54.72265625,1.0,24.873971939086914
42,54.712890625,1.0,22.05348014831543
43,54.6767578125,1.0,18.661975860595703
44,54.7080078125,1.0,17.588376998901367
45,54.6552734375,1.0,20.207643508911133
46,54.640625,1.0,17.1811580657959
47,54.654296875,1.0,19.188880920410156
48,54.6494140625,0.8484848484848484,18.733501434326172
49,54.6357421875,0.6363636363636364,14.511823654174805
50,54.6259765625,0.8484848484848484,16.906261444091797
51,54.9677734375,0.8863636363636364,19.140958786010742
52,54.98046875,0.5454545454545454,24.184703826904297
53,54.953125,0.5454545454545454,25.717735290527344
54,54.951171875,1.0,15.96832275390625
55,54.998046875,1.0,11.346578598022461
56,55.1123046875,1.0,25.638103485107422
57,55.1826171875,1.0,19.675731658935547
58,55.23828125,0.9090909090909091,26.28302574157715
59,55.3330078125,1.0,16.424179077148438
60,55.5107421875,1.0,13.52691650390625
61,55.611328125,1.0,11.229991912841797
62,55.6904296875,1.0,24.542570114135742
63,55.669921875,1.0,17.704010009765625
64,55.6513671875,1.0,21.53158187866211
65,55.7568359375,0.7272727272727273,24.826526641845703
66,55.8662109375,0.8181818181818182,18.537044525146484
67,56.0126953125,1.0,23.349285125732422
68,56.1630859375,0.7272727272727273,19.541263580322266
69,56.384765625,0.7272727272727273,20.829439163208008
70,56.5146484375,0.7272727272727273,16.384601593017578
71,56.4677734375,1.0,24.371623992919922
72,56.38671875,1.0,18.422842025756836
73,56.3251953125,1.0,19.25516128540039
74,56.1845703125,1.0,15.557289123535156
75,56.0341796875,1.0,26.332616806030273
76,55.9326171875,1.0,27.161359786987305
77,55.830078125,1.0,15.728950500488281
78,55.765625,0.9090909090909091,20.17378807067871
79,50.7861328125,0.9090909090909091,23.95462989807129
80,50.767578125,0.6363636363636364,15.645265579223633
81,50.751953125,0.6363636363636364,21.755695343017578
82,50.7685546875,1.0,23.59628677368164
83,50.7431640625,0.6363636363636364,16.448497772216797
84,50.6748046875,0.6363636363636364,17.290353775024414
85,50.6435546875,0.45454545454545453,19.609689712524414
86,50.603515625,0.7272727272727273,21.36087417602539
87,50.5947265625,0.5454545454545454,17.552852630615234
88,50.5947265625,0.36363636363636365,20.620107650756836
89,50.5224609375,0.5454545454545454,21.135568618774414
90,50.5126953125,0.2727272727272727,17.029762268066406
91,50.4814453125,0.8181818181818182,21.01898193359375
92,50.4560546875,0.7272727272727273,22.11165428161621
93,50.6376953125,1.0,16.01123809814453
94,50.546875,0.45454545454545453,24.48582649230957
95,50.5224609375,0.6818181818181818,14.208078384399414
96,50.5078125,0.6363636363636364,17.741680145263672
97,50.4375,1.0,21.436691284179688
98,50.4462890625,1.0,26.153087615966797
99,50.419921875,0.7272727272727273,17.583608627319336
