,size,map50,lat_infer
0,449.515625,1.0,34.92093086242676
1,449.48046875,1.0,26.7941951751709
2,446.892578125,1.0,22.800445556640625
3,448.400390625,0.9090909090909091,29.80828285217285
4,449.3212890625,1.0,24.737119674682617
5,449.357421875,1.0,24.164915084838867
6,446.6103515625,0.9090909090909091,23.503541946411133
7,448.123046875,0.9090909090909091,23.682594299316406
8,448.5390625,1.0,23.619651794433594
9,447.8984375,1.0,23.453950881958008
10,444.6357421875,0.9869508481948673,25.841951370239258
11,446.4150390625,1.0,24.034976959228516
12,447.23828125,1.0,23.469924926757812
13,447.59765625,0.9090909090909091,22.45330810546875
14,443.2841796875,0.9090909090909091,26.953458786010742
15,445.3955078125,1.0,24.11794662475586
16,445.4912109375,1.0,24.716615676879883
17,445.0341796875,1.0,25.183916091918945
18,442.4794921875,1.0,25.355100631713867
19,444.13671875,1.0,25.800466537475586
20,444.6171875,0.9090909090909091,23.194313049316406
21,444.5458984375,0.9090909090909091,29.536008834838867
22,441.22265625,1.0,30.4872989654541
23,443.833984375,1.0,23.480653762817383
24,444.14453125,1.0,28.972148895263672
25,443.1416015625,1.0,26.6263484954834
26,440.2373046875,1.0,22.978782653808594
27,441.9541015625,1.0,24.298667907714844
28,442.4677734375,0.9956709956709957,24.307727813720703
29,442.298828125,0.9954545454545454,23.50020408630371
